date,Close,MA5,MA20
2026-05-27,414.8,408.594,427.3535
2026-05-28,415.68,409.404,426.3935
2026-05-29,424.0,411.97200000000004,426.21000000000004
2026-06-01,420.1,415.416,424.96500000000003
2026-06-02,433.89,421.69399999999996,424.8595
2026-06-03,426.42,424.01800000000003,423.18050000000005
2026-06-04,408.2,422.52200000000005,421.0085
2026-06-05,403.0,418.322,419.3085
2026-06-08,393.02,412.90599999999995,416.654
2026-06-09,399.5,406.028,415.0665
2026-06-10,388.5,398.444,412.78900000000004
2026-06-11,382.2,393.244,410.549
2026-06-12,394.85,391.614,409.1115
2026-06-15,398.1,392.63,408.15500000000003
2026-06-16,403.53,393.43600000000004,407.4355
2026-06-17,399.0,395.536,406.648
2026-06-18,391.55,397.406,405.644
2026-06-22,408.98,400.232,405.535
2026-06-23,392.51,399.114,405.0165
2026-06-24,395.36,397.48,404.65950000000004
2026-06-25,401.9,398.06,404.0145
2026-06-26,381.0,395.95,402.28049999999996
2026-06-29,392.36,392.62600000000003,400.69849999999997
2026-06-30,393.01,392.726,399.344
2026-07-01,383.84,390.42199999999997,396.8415
2026-07-02,382.35,386.512,394.63800000000003
2026-07-03,380.0,386.312,393.228
2026-07-06,374.51,382.74199999999996,391.8035
2026-07-07,372.49,378.638,390.777
2026-07-08,361.0,374.07,388.852
2026-07-09,375.5,372.7,388.202
2026-07-10,348.76,366.452,386.53
2026-07-13,359.06,363.36199999999997,384.7405
2026-07-14,364.01,361.666,383.036
2026-07-15,373.0,364.066,381.5095
2026-07-16,366.2,362.206,379.8695
2026-07-17,360.0,364.454,378.29200000000003
